epoch,train_loss,val_r2,val_mae,val_rmse
1,3770.1908993675597,-4.839351373174572,54.57785559737164,59.910557343778834
2,3347.6400282118057,-3.3989038153972553,46.094742443250574,51.99879604659902
3,1782.49854968843,0.19646156416472083,19.308206392371137,22.22411025627817
4,733.1253473191034,0.29568193061954595,17.588433224221934,20.80680852281464
5,512.2123334612165,0.204996809878372,19.95565115887186,22.105762055875182
6,456.43365565708706,0.33912997723189087,16.060908276101816,20.154827321130615
7,378.91675143771704,0.2720944171564703,17.133559351382047,21.152347882129817
8,381.4673435756138,0.30128244101798307,16.113803448884383,20.723918896709097
9,347.58830198257687,0.3262324642154908,16.371094662210215,20.3505474220486
10,331.03784915984625,0.37804029137152295,15.964230661806853,19.552494889491022
11,302.62662188817586,0.4150943177345373,15.464337680650795,18.961119511142776
12,285.4143306671627,0.4058286667187384,15.785438993702764,19.110713541147515
13,330.08212415907116,0.4251639919796293,15.518293505129607,18.797194607577417
14,305.54180990552146,0.5054273861421787,13.82401997110118,17.43556749877612
15,302.17188933841766,0.47935676566646934,15.195784568786621,17.88921031633261
16,292.26094617086744,0.5771631844115532,12.205244769220768,16.121574407907318
17,244.317771742079,0.6002072919808105,11.598716943160348,15.676116762157074
18,258.1044895717076,0.6133073285860884,11.770971526270328,15.417147450392747
19,201.42920614575584,0.6333976877843405,9.821407649828041,15.01131212653652
20,249.14427252875433,0.6433478685132494,11.364005441251008,14.806195083646738
21,232.41246628534225,0.69035085540184,9.16061135996943,13.796089325766124
22,209.019238039047,0.6925803848860284,10.624508567478346,13.746332438197802
23,226.88121400863406,0.7180891448383234,9.699618868205858,13.163669041954892
24,184.4970916263641,0.7319124918261033,8.755867626356041,12.836875948764428
25,209.38679494706412,0.7488905390245161,8.20063887471738,12.423746842474525
26,194.2711671859499,0.7022631234594354,10.497205723886905,13.528117581587736
27,194.95980762300036,0.7549830082683932,7.451491397360097,12.272107672668739
28,188.42566702706472,0.7403090779305541,9.216590756955354,12.634249223126174
29,173.31830173068576,0.746558046266512,8.534522367560346,12.48131400286466
30,203.07092004200769,0.7545407908289883,7.86749648011249,12.28317729993223
31,187.68721606542195,0.7602548709012457,8.23832955567733,12.139364490262228
32,172.49452364482576,0.761484395694092,7.91302258035411,12.108196317384502
33,189.63795224144346,0.7558721225860894,8.51079745914625,12.2498210074378
34,190.49803243970115,0.7672894334167768,7.696325467980427,11.959942924410988
35,169.00019872756232,0.761347768574379,7.902082577995632,12.111663744922774
36,183.28644036187066,0.7586841710840545,8.708227706992108,12.17906533736951
37,193.95702168298146,0.7768467524781943,7.5616637520168135,11.711773400429733
38,216.16836576915924,0.7557631972631275,8.858192236527152,12.252553523937081
39,173.79363723028274,0.7573243338213117,6.927176185276197,12.213332216972821
40,192.81786436050658,0.736374311349347,9.363126485244088,12.729604743557575
41,179.117088632735,0.7643304617252253,7.426774926807569,12.035739540068187
42,186.99977610754587,0.7204314912180662,10.347028846326081,13.108867696598887
43,200.9081808423239,0.7776994738013423,7.6860639323358955,11.689375255097149
44,163.41746986025856,0.7799925821992283,7.98775753767594,11.628928953782161
45,147.7653286888486,0.7747403853082793,8.282658556233281,11.76691791294859
46,164.05781971764944,0.7829875192553236,7.997250619141952,11.549506061106575
47,173.41634393116786,0.7776306263608083,8.291884919871455,11.691185240165382
48,172.3078325059679,0.7781349583518413,7.39604635860609,11.677919956404772
49,199.15450332883805,0.7577195471812461,8.845018780749777,12.203383055280149
50,179.1756135486421,0.7131461520772386,10.470541487569394,13.278572689135672
51,165.60530770922463,0.7757809221129888,7.63982051351796,11.739709122232561
52,187.8742223346044,0.7624904193717066,8.444275814553965,12.082634040360656
53,148.9257589188833,0.7746084080896511,7.832422194273575,11.77036446438718
54,159.10499437120225,0.7511666235438712,8.944706160089243,12.367313549562835
55,158.90832190135168,0.7679547223801612,7.409019283626391,11.942834734685505
56,161.7569079202319,0.7555542821347432,9.04424262046814,12.257792694712684
57,163.77269616505455,0.7703702103206497,7.102006829303244,11.880512329356876
58,150.11764068603514,0.781948383511561,7.724459337151569,11.577124684508663
59,189.08580084906683,0.726174928879181,10.297035009964652,12.973515047965034
60,159.56881665426587,0.7778868494351884,7.407049635182256,11.684447768244203
61,138.72634674556673,0.7517170709192503,9.270167827606201,12.353627033067584
62,143.85901414174882,0.7647850397914834,8.510152578353882,12.024126193458795
63,157.0347162882487,0.7351276823525854,9.72188074692436,12.759667022990971
64,155.18165627131387,0.7712982548989716,7.654949457749076,11.8564805876044
65,174.9068360828218,0.7715726202864734,7.493188049482263,11.849366553330976
66,164.43477550688243,0.7522041867031033,8.761267973029096,12.341502556367258
67,149.92928268190414,0.7717683739697803,7.792043063951575,11.844288234114256
68,141.7493216378348,0.7652648283342801,8.294104441352513,12.011856602088328
69,161.54426022484188,0.769058029645686,7.50256321741187,11.914408565980736
