r2,mae,rmse,fold
0.9247366490012723,5.087052009917877,7.13460072209944,1
0.8790589951803657,5.561444376851176,9.291469481362531,2
0.8176633100396324,6.566732607947456,11.497304109412033,3
0.7829290285996605,6.793789418538411,11.76625367143541,4
0.8646330866007625,6.039700428644816,9.418534747568364,5
