epoch,train_loss,val_r2,val_mae,val_rmse
37,755.7728881835938,-0.052573442459106445,21.476369857788086,25.435907937356124
38,423.4304504394531,0.1110733151435852,19.4558048248291,23.375129250561777
39,545.9716186523438,0.2438754439353943,17.336593627929688,21.558459624854564
40,359.32049560546875,0.31725209951400757,16.034421920776367,20.485720243299202
41,322.1564636230469,0.3468795418739319,15.927778244018555,20.03630813794867
42,349.7864990234375,0.34170615673065186,16.483196258544922,20.11550584597497
43,317.7381591796875,0.3148552179336548,17.261943817138672,20.521647862826693
44,344.55267333984375,0.279657781124115,18.1368350982666,21.042168559015387
45,424.3335876464844,0.2532427906990051,18.746885299682617,21.424503223620057
46,401.3151550292969,0.23540908098220825,19.116296768188477,21.678819661684262
47,439.9402770996094,0.23198288679122925,19.22770881652832,21.72733713447366
48,357.91314697265625,0.2357662320137024,19.205636978149414,21.6737548188868
49,340.356689453125,0.2470794916152954,19.04973602294922,21.512734833343846
50,367.78070068359375,0.2672603726387024,18.7375431060791,21.222468234373313
51,412.9140930175781,0.2951183319091797,18.256864547729492,20.815131860150892
52,423.06591796875,0.32826244831085205,17.594514846801758,20.31986720364649
53,308.8526916503906,0.3581967353820801,16.91745376586914,19.86195569261866
54,355.4024658203125,0.3852861523628235,16.234920501708984,19.43826773252715
55,310.47119140625,0.40248608589172363,15.5802583694458,19.164392928001348
56,306.9488525390625,0.4076310396194458,15.219649314880371,19.08170619285573
57,324.06768798828125,0.405118465423584,15.120944023132324,19.122131531464806
58,302.2104797363281,0.3985598683357239,15.104266166687012,19.227253739859812
59,316.24456787109375,0.38880735635757446,15.107542991638184,19.382514136407767
60,289.0376281738281,0.377386212348938,15.242761611938477,19.5627737787851
61,314.9967346191406,0.3659576177597046,15.389701843261719,19.74150192344441
62,331.2809143066406,0.3572758436203003,15.491233825683594,19.87620070567279
63,288.02740478515625,0.3527926802635193,15.50190544128418,19.945400478409567
64,351.6860656738281,0.3557056784629822,15.350905418395996,19.900464904568654
65,316.60198974609375,0.36083894968032837,15.20979118347168,19.821029992925915
66,261.11376953125,0.36592257022857666,15.174673080444336,19.742048377032557
67,286.0265808105469,0.37023288011550903,15.178133964538574,19.674833164695293
68,259.5538635253906,0.37255632877349854,15.269482612609863,19.6385055041747
69,292.8360595703125,0.37389659881591797,15.450640678405762,19.617519629556018
70,283.3808898925781,0.37530094385147095,15.70557975769043,19.59550602054389
71,277.5735168457031,0.3762694001197815,15.913414001464844,19.580311037423936
72,302.7535705566406,0.38415104150772095,15.914772033691406,19.456205830338554
73,277.7472839355469,0.3977295756340027,15.780423164367676,19.240521363869423
74,292.7811584472656,0.41320133209228516,15.572595596313477,18.991777749076373
75,261.6861572265625,0.43103933334350586,15.292412757873535,18.70088538047522
76,276.8443908691406,0.4488312602043152,14.979536056518555,18.40616627076669
77,278.4212951660156,0.4681338667869568,14.58434772491455,18.08099115676288
78,282.5513000488281,0.4831470847129822,14.256444931030273,17.823973484094918
79,281.6959228515625,0.49909383058547974,13.83578109741211,17.546853259948687
80,258.0494384765625,0.5098171830177307,13.55944538116455,17.358016900914166
81,242.0189971923828,0.5160113573074341,13.398488998413086,17.24799633828657
82,237.33815002441406,0.5221478343009949,13.2274808883667,17.138303170001254
83,247.06471252441406,0.5284031629562378,13.076971054077148,17.025759758710567
84,280.2530822753906,0.5342395305633545,12.989568710327148,16.920078678895084
85,268.1067810058594,0.5394641757011414,12.933154106140137,16.824910288057165
86,207.30484008789062,0.5433979034423828,12.887192726135254,16.752899374471628
87,253.74949645996094,0.5473044514656067,12.79565143585205,16.6810797867393
88,269.7486572265625,0.5485082864761353,12.797148704528809,16.658886326893036
89,228.87338256835938,0.5485899448394775,12.843342781066895,16.65737951288642
90,210.47732543945312,0.5459860563278198,12.910074234008789,16.7053529486411
91,212.99632263183594,0.5459489822387695,12.905734062194824,16.706035249858992
92,205.75401306152344,0.5483261346817017,12.857266426086426,16.662244795084728
93,245.47215270996094,0.5506694316864014,12.769384384155273,16.61896789798153
94,229.9031982421875,0.5512320399284363,12.788444519042969,16.608560106126845
95,243.60501098632812,0.5520840883255005,12.841166496276855,16.592785363616528
96,236.82809448242188,0.5567401647567749,12.72941780090332,16.506319627539156
97,236.9560546875,0.5637853145599365,12.598344802856445,16.374617943419892
98,230.13214111328125,0.5732085704803467,12.371925354003906,16.19678881808299
99,217.56011962890625,0.5832498073577881,12.141524314880371,16.00512041174734
100,226.8275604248047,0.5970901846885681,11.80757999420166,15.737110010091643
101,211.68630981445312,0.6079379320144653,11.548529624938965,15.523815931786372
102,237.21177673339844,0.616969108581543,11.374759674072266,15.343977730298315
103,216.28982543945312,0.6273403167724609,11.214111328125,15.134820445482404
104,206.0896759033203,0.6364023685455322,11.056624412536621,14.949669385845754
105,196.76812744140625,0.6464136838912964,10.811018943786621,14.742420382699525
106,225.91165161132812,0.6524273157119751,10.663179397583008,14.616515739006777
107,214.94955444335938,0.6560845375061035,10.673545837402344,14.539413554500369
108,230.7169647216797,0.6560266017913818,10.815186500549316,14.540638767992622
109,203.8440399169922,0.6558666825294495,10.935379981994629,14.544018457784995
110,191.07522583007812,0.6549791693687439,11.06188678741455,14.562760903309274
111,207.05935668945312,0.6539579629898071,11.1416597366333,14.584295506298515
112,208.5392303466797,0.6553019285202026,11.135823249816895,14.555948642020574
113,211.443603515625,0.6593877673149109,11.020557403564453,14.469421766600268
114,209.9888458251953,0.666029691696167,10.765053749084473,14.327649490303433
115,196.9313201904297,0.671881914138794,10.554472923278809,14.201563381044368
116,241.50523376464844,0.6828473806381226,10.019444465637207,13.96224352977578
117,236.27439880371094,0.688557505607605,9.775555610656738,13.835981062007933
118,184.7969207763672,0.6909791827201843,9.718504905700684,13.782084813859123
119,197.3515625,0.6900737285614014,9.830129623413086,13.802262184375792
120,228.68475341796875,0.6927427053451538,9.662718772888184,13.74270214268712
121,222.59271240234375,0.6924777030944824,9.716946601867676,13.748628305159665
122,200.81234741210938,0.6933815479278564,9.909204483032227,13.728409340577697
123,210.97169494628906,0.6974927186965942,9.809118270874023,13.636063030281882
124,197.4345245361328,0.7007746696472168,9.739607810974121,13.5618901972644
125,211.47113037109375,0.7070943117141724,9.538590431213379,13.417912458943059
126,208.56207275390625,0.7133619785308838,9.280266761779785,13.273575448076574
127,194.27598571777344,0.7204169034957886,8.991059303283691,13.109209716627896
128,207.30551147460938,0.726347029209137,8.753710746765137,12.969437693551486
129,182.1536407470703,0.7306488752365112,8.555798530578613,12.867092630190639
130,201.94003295898438,0.7334066033363342,8.367521286010742,12.801054815699027
131,220.0267333984375,0.737199604511261,8.435354232788086,12.709663763393413
132,266.82659912109375,0.7380425930023193,8.88357925415039,12.689262380483044
133,224.17660522460938,0.7377017736434937,9.07466983795166,12.697516034726966
134,195.8952178955078,0.7386195659637451,9.116024017333984,12.675281673514387
135,212.9932861328125,0.7384721040725708,9.163965225219727,12.678856522177421
136,207.75970458984375,0.736972451210022,9.160279273986816,12.715155166117222
137,182.9453887939453,0.7338581085205078,9.241233825683594,12.790210819132403
138,210.24777221679688,0.7311508655548096,9.266007423400879,12.855098416498084
139,196.39205932617188,0.7304808497428894,9.128974914550781,12.871106197831613
140,187.87669372558594,0.7293198108673096,9.01633358001709,12.898799491437662
141,217.6286163330078,0.7258533239364624,9.113192558288574,12.981131725846906
142,188.39939880371094,0.7237072587013245,9.168429374694824,13.031841895842744
143,184.87330627441406,0.7212398052215576,9.260217666625977,13.08990261755638
144,214.587646484375,0.7215942144393921,9.185676574707031,13.081578681705968
145,196.45054626464844,0.7197120785713196,9.341666221618652,13.125723682615858
146,189.13829040527344,0.7204136848449707,9.380661964416504,13.109285374768122
147,195.25946044921875,0.7201868891716003,9.449406623840332,13.114601302898398
148,208.1589813232422,0.725299596786499,9.252418518066406,12.994233833321573
149,200.936279296875,0.7322399616241455,8.973185539245605,12.829033729993562
150,186.2042999267578,0.7377914190292358,8.671358108520508,12.695344350921584
151,186.08926391601562,0.7405472993850708,8.534553527832031,12.62845315070267
152,199.9047088623047,0.7422049641609192,8.424895286560059,12.58804623764366
153,183.6884002685547,0.7425092458724976,8.389050483703613,12.580614078252998
154,169.8030242919922,0.7427324056625366,8.389498710632324,12.575162815989017
155,206.45709228515625,0.7411813735961914,8.497100830078125,12.613013289775242
156,190.73974609375,0.7385656237602234,8.616840362548828,12.676588957317085
157,210.38523864746094,0.7322338819503784,8.738506317138672,12.829180024749121
158,190.12184143066406,0.7262823581695557,8.806599617004395,12.970969430757009
159,183.19166564941406,0.7192474603652954,9.035969734191895,13.13659853033751
160,186.53677368164062,0.713176965713501,9.263453483581543,13.277860321114666
